,,,,,,,,,,,,,,OD490,,,,,,,,,OD600,,,,,,,,,,,,,,,
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.140 ,0.147 ,0.138 ,0.138 ,0.141 ,0.160 ,0.183 ,0.186 ,0.187 ,0.194 ,0.213 ,0.218 ,,0.087 ,0.080 ,0.081 ,0.080 ,0.085 ,0.088 ,0.097 ,0.094 ,0.088 ,0.100 ,0.099 ,0.099 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.154 ,0.145 ,0.141 ,0.137 ,0.188 ,0.144 ,0.166 ,0.162 ,0.152 ,0.163 ,0.154 ,0.156 ,,0.086 ,0.079 ,0.081 ,0.074 ,0.097 ,0.075 ,0.085 ,0.088 ,0.080 ,0.085 ,0.086 ,0.084 
,OA-T4,,,,,,OAEE-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.176 ,0.151 ,0.145 ,0.122 ,0.140 ,0.171 ,0.173 ,0.170 ,0.157 ,0.151 ,0.172 ,0.195 ,,0.097 ,0.087 ,0.083 ,0.073 ,0.083 ,0.089 ,0.085 ,0.091 ,0.085 ,0.083 ,0.090 ,0.098 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.158 ,0.138 ,0.137 ,0.129 ,0.143 ,0.154 ,0.278 ,0.208 ,0.201 ,0.194 ,0.185 ,0.247 ,,0.088 ,0.079 ,0.081 ,0.077 ,0.078 ,0.087 ,0.116 ,0.101 ,0.098 ,0.094 ,0.091 ,0.106 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.154 ,0.135 ,0.130 ,0.131 ,0.131 ,0.129 ,0.249 ,0.223 ,0.189 ,0.177 ,0.166 ,0.195 ,,0.094 ,0.077 ,0.077 ,0.079 ,0.076 ,0.076 ,0.115 ,0.105 ,0.093 ,0.093 ,0.088 ,0.095 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.163 ,0.129 ,0.128 ,0.114 ,0.133 ,0.130 ,0.201 ,0.176 ,0.171 ,0.169 ,0.181 ,0.208 ,,0.093 ,0.078 ,0.078 ,0.074 ,0.078 ,0.079 ,0.097 ,0.089 ,0.093 ,0.094 ,0.096 ,0.100 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 8,OA-T0,,,,,,OA-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.111 ,0.113 ,0.113 ,0.110 ,0.124 ,0.129 ,0.126 ,0.121 ,0.124 ,0.122 ,0.127 ,0.147 ,,0.083 ,0.075 ,0.074 ,0.071 ,0.085 ,0.080 ,0.076 ,0.074 ,0.079 ,0.075 ,0.077 ,0.088 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.135 ,0.120 ,0.116 ,0.115 ,0.119 ,0.129 ,0.133 ,0.128 ,0.129 ,0.119 ,0.127 ,0.144 ,,0.085 ,0.074 ,0.072 ,0.073 ,0.072 ,0.076 ,0.077 ,0.074 ,0.078 ,0.076 ,0.080 ,0.084 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.122 ,0.116 ,0.108 ,0.106 ,0.117 ,0.118 ,0.125 ,0.121 ,0.114 ,0.116 ,0.125 ,0.124 ,,0.083 ,0.070 ,0.069 ,0.070 ,0.074 ,0.075 ,0.073 ,0.074 ,0.074 ,0.072 ,0.073 ,0.075 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.118 ,0.110 ,0.110 ,0.103 ,0.108 ,0.117 ,0.130 ,0.120 ,0.115 ,0.102 ,0.119 ,0.112 ,,0.077 ,0.069 ,0.067 ,0.068 ,0.069 ,0.068 ,0.076 ,0.071 ,0.072 ,0.068 ,0.074 ,0.075 
,OAEE-T0,,,,,,OAEE-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.126 ,0.119 ,0.107 ,0.115 ,0.121 ,0.116 ,0.146 ,0.145 ,0.139 ,0.130 ,0.132 ,0.146 ,,0.082 ,0.071 ,0.069 ,0.075 ,0.076 ,0.073 ,0.080 ,0.079 ,0.077 ,0.075 ,0.075 ,0.085 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.136 ,0.127 ,0.111 ,0.110 ,0.126 ,0.129 ,0.153 ,0.157 ,0.146 ,0.140 ,0.142 ,0.156 ,,0.082 ,0.075 ,0.070 ,0.073 ,0.074 ,0.073 ,0.084 ,0.088 ,0.080 ,0.078 ,0.082 ,0.082 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.127 ,0.124 ,0.108 ,0.102 ,0.104 ,0.116 ,0.145 ,0.152 ,0.159 ,0.134 ,0.134 ,0.144 ,,0.079 ,0.073 ,0.068 ,0.071 ,0.070 ,0.073 ,0.079 ,0.082 ,0.085 ,0.079 ,0.078 ,0.078 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.103 ,0.100 ,0.120 ,0.095 ,0.118 ,0.143 ,0.146 ,0.141 ,0.137 ,0.135 ,0.150 ,0.146 ,,0.074 ,0.067 ,0.076 ,0.070 ,0.070 ,0.078 ,0.085 ,0.080 ,0.081 ,0.081 ,0.084 ,0.083 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 9,OA-T0,,,,,,OA-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.078 ,0.079 ,0.081 ,0.077 ,0.079 ,0.088 ,0.083 ,0.083 ,0.085 ,0.085 ,0.090 ,0.097 ,,0.067 ,0.061 ,0.063 ,0.061 ,0.060 ,0.066 ,0.062 ,0.061 ,0.065 ,0.062 ,0.067 ,0.080 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.086 ,0.082 ,0.078 ,0.080 ,0.081 ,0.086 ,0.083 ,0.085 ,0.086 ,0.080 ,0.089 ,0.094 ,,0.068 ,0.061 ,0.061 ,0.060 ,0.061 ,0.064 ,0.063 ,0.062 ,0.064 ,0.060 ,0.063 ,0.069 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.088 ,0.079 ,0.076 ,0.078 ,0.081 ,0.081 ,0.082 ,0.081 ,0.082 ,0.083 ,0.086 ,0.088 ,,0.064 ,0.060 ,0.057 ,0.058 ,0.061 ,0.060 ,0.060 ,0.058 ,0.058 ,0.061 ,0.061 ,0.061 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.086 ,0.080 ,0.078 ,0.078 ,0.078 ,0.075 ,0.085 ,0.080 ,0.080 ,0.081 ,0.086 ,0.088 ,,0.067 ,0.058 ,0.060 ,0.056 ,0.060 ,0.059 ,0.060 ,0.061 ,0.061 ,0.059 ,0.059 ,0.061 
,OAEE-T0,,,,,,OAEE-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.091 ,0.081 ,0.080 ,0.078 ,0.080 ,0.079 ,0.089 ,0.091 ,0.089 ,0.089 ,0.090 ,0.098 ,,0.065 ,0.059 ,0.060 ,0.058 ,0.059 ,0.059 ,0.061 ,0.062 ,0.061 ,0.065 ,0.061 ,0.071 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.107 ,0.087 ,0.080 ,0.079 ,0.084 ,0.084 ,0.095 ,0.094 ,0.092 ,0.092 ,0.095 ,0.101 ,,0.078 ,0.058 ,0.059 ,0.060 ,0.061 ,0.063 ,0.064 ,0.064 ,0.064 ,0.066 ,0.061 ,0.072 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.095 ,0.088 ,0.078 ,0.081 ,0.082 ,0.085 ,0.092 ,0.099 ,0.093 ,0.094 ,0.093 ,0.094 ,,0.068 ,0.060 ,0.060 ,0.056 ,0.058 ,0.060 ,0.063 ,0.068 ,0.062 ,0.064 ,0.063 ,0.064 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.091 ,0.082 ,0.092 ,0.080 ,0.089 ,0.093 ,0.096 ,0.097 ,0.097 ,0.098 ,0.094 ,0.100 ,,0.067 ,0.062 ,0.065 ,0.058 ,0.063 ,0.068 ,0.070 ,0.068 ,0.065 ,0.065 ,0.066 ,0.073 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 10,OA-T0,,,,,,OA-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.087 ,0.081 ,0.077 ,0.077 ,0.077 ,0.090 ,0.084 ,0.086 ,0.089 ,0.087 ,0.092 ,0.103 ,,0.064 ,0.057 ,0.057 ,0.055 ,0.054 ,0.062 ,0.061 ,0.058 ,0.060 ,0.061 ,0.064 ,0.081 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.089 ,0.083 ,0.079 ,0.081 ,0.084 ,0.089 ,0.085 ,0.083 ,0.087 ,0.086 ,0.094 ,0.101 ,,0.064 ,0.059 ,0.056 ,0.055 ,0.057 ,0.060 ,0.059 ,0.058 ,0.059 ,0.060 ,0.061 ,0.068 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.097 ,0.079 ,0.077 ,0.080 ,0.079 ,0.082 ,0.084 ,0.084 ,0.081 ,0.084 ,0.087 ,0.094 ,,0.064 ,0.059 ,0.058 ,0.053 ,0.058 ,0.059 ,0.054 ,0.057 ,0.057 ,0.058 ,0.060 ,0.062 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.096 ,0.082 ,0.079 ,0.078 ,0.081 ,0.083 ,0.087 ,0.082 ,0.081 ,0.081 ,0.085 ,0.091 ,,0.060 ,0.056 ,0.053 ,0.054 ,0.056 ,0.057 ,0.058 ,0.058 ,0.058 ,0.057 ,0.059 ,0.058 
,OAEE-T0,,,,,,OAEE-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.093 ,0.084 ,0.083 ,0.085 ,0.084 ,0.085 ,0.090 ,0.092 ,0.092 ,0.091 ,0.093 ,0.103 ,,0.062 ,0.055 ,0.057 ,0.054 ,0.056 ,0.057 ,0.059 ,0.060 ,0.062 ,0.058 ,0.059 ,0.066 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.103 ,0.090 ,0.081 ,0.082 ,0.092 ,0.091 ,0.096 ,0.097 ,0.099 ,0.095 ,0.097 ,0.107 ,,0.066 ,0.059 ,0.055 ,0.058 ,0.061 ,0.061 ,0.063 ,0.063 ,0.063 ,0.061 ,0.064 ,0.069 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.097 ,0.092 ,0.085 ,0.084 ,0.082 ,0.086 ,0.101 ,0.099 ,0.098 ,0.098 ,0.096 ,0.099 ,,0.063 ,0.062 ,0.057 ,0.057 ,0.056 ,0.058 ,0.066 ,0.060 ,0.062 ,0.064 ,0.060 ,0.068 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.093 ,0.084 ,0.093 ,0.085 ,0.090 ,0.098 ,0.101 ,0.099 ,0.098 ,0.100 ,0.095 ,0.107 ,,0.060 ,0.055 ,0.064 ,0.056 ,0.058 ,0.065 ,0.066 ,0.064 ,0.063 ,0.064 ,0.070 ,0.076 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 11,OA-T0,,,,,,OA-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.088 ,0.084 ,0.085 ,0.084 ,0.082 ,0.091 ,0.092 ,0.089 ,0.090 ,0.088 ,0.095 ,0.102 ,,0.081 ,0.074 ,0.073 ,0.077 ,0.076 ,0.086 ,0.080 ,0.079 ,0.084 ,0.079 ,0.085 ,0.098 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.098 ,0.089 ,0.088 ,0.087 ,0.091 ,0.097 ,0.091 ,0.092 ,0.093 ,0.096 ,0.096 ,0.103 ,,0.088 ,0.075 ,0.071 ,0.070 ,0.073 ,0.083 ,0.079 ,0.078 ,0.075 ,0.078 ,0.078 ,0.099 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.100 ,0.093 ,0.091 ,0.089 ,0.090 ,0.093 ,0.092 ,0.094 ,0.089 ,0.093 ,0.096 ,0.096 ,,0.083 ,0.074 ,0.066 ,0.067 ,0.071 ,0.071 ,0.078 ,0.070 ,0.070 ,0.071 ,0.077 ,0.082 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.097 ,0.090 ,0.088 ,0.086 ,0.092 ,0.090 ,0.098 ,0.094 ,0.092 ,0.090 ,0.092 ,0.094 ,,0.080 ,0.069 ,0.068 ,0.062 ,0.074 ,0.069 ,0.080 ,0.072 ,0.071 ,0.068 ,0.074 ,0.077 
,OAEE-T0,,,,,,OAEE-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.098 ,0.093 ,0.091 ,0.092 ,0.095 ,0.092 ,0.109 ,0.103 ,0.105 ,0.099 ,0.104 ,0.106 ,,0.082 ,0.075 ,0.067 ,0.069 ,0.072 ,0.074 ,0.092 ,0.090 ,0.087 ,0.082 ,0.086 ,0.096 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.100 ,0.100 ,0.095 ,0.096 ,0.096 ,0.098 ,0.107 ,0.108 ,0.108 ,0.103 ,0.105 ,0.112 ,,0.092 ,0.081 ,0.077 ,0.073 ,0.077 ,0.085 ,0.091 ,0.096 ,0.094 ,0.090 ,0.091 ,0.101 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.102 ,0.097 ,0.093 ,0.091 ,0.089 ,0.092 ,0.105 ,0.105 ,0.108 ,0.103 ,0.100 ,0.104 ,,0.079 ,0.081 ,0.072 ,0.068 ,0.069 ,0.077 ,0.091 ,0.100 ,0.095 ,0.091 ,0.088 ,0.099 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.098 ,0.090 ,0.103 ,0.090 ,0.094 ,0.107 ,0.107 ,0.101 ,0.098 ,0.104 ,0.107 ,0.108 ,,0.075 ,0.071 ,0.080 ,0.070 ,0.086 ,0.096 ,0.094 ,0.098 ,0.092 ,0.096 ,0.100 ,0.104 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 12,OA-T4,,,,,,OA-T4,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.097 ,0.087 ,0.085 ,0.084 ,0.085 ,0.099 ,0.097 ,0.090 ,0.091 ,0.094 ,0.093 ,0.118 ,,0.092 ,0.079 ,0.079 ,0.070 ,0.072 ,0.078 ,0.079 ,0.073 ,0.079 ,0.080 ,0.083 ,0.096 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.098 ,0.090 ,0.089 ,0.087 ,0.088 ,0.097 ,0.092 ,0.092 ,0.093 ,0.095 ,0.100 ,0.107 ,,0.083 ,0.072 ,0.071 ,0.068 ,0.070 ,0.078 ,0.074 ,0.074 ,0.073 ,0.076 ,0.080 ,0.086 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.100 ,0.089 ,0.085 ,0.085 ,0.087 ,0.087 ,0.090 ,0.089 ,0.088 ,0.093 ,0.094 ,0.096 ,,0.083 ,0.069 ,0.066 ,0.067 ,0.066 ,0.069 ,0.070 ,0.070 ,0.067 ,0.073 ,0.072 ,0.076 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.105 ,0.088 ,0.088 ,0.085 ,0.088 ,0.088 ,0.094 ,0.091 ,0.091 ,0.087 ,0.095 ,0.093 ,,0.083 ,0.066 ,0.066 ,0.063 ,0.063 ,0.066 ,0.072 ,0.068 ,0.066 ,0.068 ,0.070 ,0.074 
,OAEE-T4,,,,,,OAEE-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.109 ,0.101 ,0.097 ,0.095 ,0.098 ,0.107 ,0.101 ,0.099 ,0.102 ,0.098 ,0.103 ,0.114 ,,0.084 ,0.076 ,0.073 ,0.071 ,0.075 ,0.080 ,0.078 ,0.074 ,0.078 ,0.075 ,0.077 ,0.088 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.152 ,0.115 ,0.111 ,0.110 ,0.103 ,0.118 ,0.134 ,0.113 ,0.113 ,0.114 ,0.108 ,0.136 ,,0.099 ,0.082 ,0.080 ,0.082 ,0.077 ,0.082 ,0.090 ,0.082 ,0.081 ,0.081 ,0.081 ,0.088 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.144 ,0.132 ,0.114 ,0.104 ,0.101 ,0.118 ,0.129 ,0.128 ,0.119 ,0.115 ,0.106 ,0.124 ,,0.094 ,0.088 ,0.080 ,0.079 ,0.077 ,0.084 ,0.085 ,0.088 ,0.080 ,0.081 ,0.079 ,0.085 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.134 ,0.115 ,0.112 ,0.106 ,0.112 ,0.123 ,0.121 ,0.110 ,0.112 ,0.110 ,0.119 ,0.128 ,,0.093 ,0.088 ,0.087 ,0.085 ,0.086 ,0.089 ,0.086 ,0.085 ,0.086 ,0.086 ,0.091 ,0.092 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 13,OA-T4,,,,,,LAEE-T4,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.104 ,0.090 ,0.087 ,0.086 ,0.085 ,0.101 ,0.583 ,0.552 ,0.563 ,0.598 ,0.645 ,0.530 ,,0.093 ,0.084 ,0.084 ,0.079 ,0.082 ,0.083 ,0.232 ,0.215 ,0.221 ,0.232 ,0.249 ,0.217 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.105 ,0.095 ,0.092 ,0.091 ,0.094 ,0.105 ,0.142 ,0.138 ,0.129 ,0.136 ,0.152 ,0.389 ,,0.087 ,0.078 ,0.075 ,0.073 ,0.075 ,0.079 ,0.093 ,0.093 ,0.090 ,0.091 ,0.098 ,0.168 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.106 ,0.095 ,0.090 ,0.092 ,0.089 ,0.093 ,0.114 ,0.118 ,0.111 ,0.116 ,0.122 ,0.135 ,,0.084 ,0.075 ,0.071 ,0.070 ,0.071 ,0.072 ,0.084 ,0.083 ,0.082 ,0.082 ,0.088 ,0.094 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.108 ,0.094 ,0.088 ,0.087 ,0.091 ,0.094 ,0.102 ,0.103 ,0.102 ,0.109 ,0.106 ,0.107 ,,0.088 ,0.075 ,0.069 ,0.063 ,0.070 ,0.071 ,0.079 ,0.080 ,0.080 ,0.085 ,0.089 ,0.084 
,OAEE-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,,,,,,,0.117 ,0.108 ,0.099 ,0.103 ,0.105 ,0.115 ,0.045 ,0.043 ,0.045 ,0.045 ,0.045 ,0.044 ,,0.090 ,0.085 ,0.081 ,0.080 ,0.081 ,0.084 ,0.034 ,0.032 ,0.034 ,0.035 ,0.032 ,0.032 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,,,,,,,0.171 ,0.129 ,0.121 ,0.120 ,0.114 ,0.143 ,0.045 ,0.049 ,0.043 ,0.045 ,0.044 ,0.044 ,,0.108 ,0.091 ,0.086 ,0.090 ,0.087 ,0.096 ,0.038 ,0.032 ,0.032 ,0.036 ,0.032 ,0.032 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,,,,,,,0.157 ,0.141 ,0.126 ,0.111 ,0.110 ,0.126 ,0.048 ,0.043 ,0.046 ,0.044 ,0.048 ,0.046 ,,0.105 ,0.096 ,0.089 ,0.087 ,0.081 ,0.088 ,0.035 ,0.036 ,0.030 ,0.033 ,0.031 ,0.034 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,,,,,,,0.144 ,0.120 ,0.122 ,0.113 ,0.119 ,0.127 ,0.043 ,0.045 ,0.048 ,0.047 ,0.044 ,0.048 ,,0.105 ,0.096 ,0.096 ,0.090 ,0.101 ,0.107 ,0.035 ,0.034 ,0.036 ,0.037 ,0.032 ,0.031 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 14,PA-T0,,,,,,PA-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.067 ,0.063 ,0.066 ,0.066 ,0.063 ,0.061 ,0.079 ,0.072 ,0.074 ,0.074 ,0.072 ,0.071 ,,0.055 ,0.049 ,0.050 ,0.048 ,0.046 ,0.047 ,0.058 ,0.053 ,0.055 ,0.054 ,0.057 ,0.057 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.060 ,0.058 ,0.055 ,0.055 ,0.062 ,0.058 ,0.061 ,0.056 ,0.061 ,0.064 ,0.066 ,0.065 ,,0.047 ,0.040 ,0.039 ,0.036 ,0.039 ,0.038 ,0.041 ,0.039 ,0.039 ,0.041 ,0.044 ,0.044 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.062 ,0.060 ,0.058 ,0.058 ,0.061 ,0.060 ,0.061 ,0.061 ,0.069 ,0.060 ,0.062 ,0.066 ,,0.050 ,0.037 ,0.038 ,0.038 ,0.037 ,0.036 ,0.039 ,0.038 ,0.043 ,0.042 ,0.040 ,0.041 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.066 ,0.060 ,0.059 ,0.056 ,0.060 ,0.060 ,0.060 ,0.063 ,0.058 ,0.061 ,0.065 ,0.064 ,,0.043 ,0.037 ,0.040 ,0.036 ,0.038 ,0.035 ,0.039 ,0.038 ,0.038 ,0.039 ,0.041 ,0.039 
,PA-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
